ISO3,period,probability,year,era_mwtemp,era_mwprecip,cru_mwtemp,cru_mwprecip
MRT,2021-2100,0.99,1990,28.97267557779952,0.34013140939729664,29.080042997996014,15.290614437156668
MWI,1990-2020,0.99,1990,21.69049987792971,2.6956618821714073,22.258290608723957,66.80602701505025
MWI,2021-2100,0.99,1990,21.69049987792971,2.6956618821714073,22.258290608723957,66.80602701505025
MYS,1990-2020,0.99,1990,25.988791402180993,6.241551794422169,26.136146863301594,187.48669497172037
MYS,2021-2100,0.99,1990,25.988791402180993,6.241551794422169,26.136146863301594,187.48669497172037
NAM,1990-2020,0.99,1990,21.15254364013674,1.220130493417552,21.090058008829754,31.763441439097125
NAM,2021-2100,0.99,1990,21.15254364013674,1.220130493417552,21.090058008829754,31.763441439097125
NER,1990-2020,0.99,1990,28.476230875651083,0.5497640386001498,28.921368439992268,30.14636087004328
NER,2021-2100,0.99,1990,28.476230875651083,0.5497640386001498,28.921368439992268,30.14636087004328
NGA,1990-2020,0.99,1990,26.49507293701174,3.632257537295421,26.887778600056965,106.27204330762227
NGA,2021-2100,0.99,1990,26.49507293701174,3.632257537295421,26.887778600056965,106.27204330762227
NIC,1990-2020,0.99,1990,25.186207071940146,3.3673331539224214,24.931110382080078,139.1878046989441
NIC,2021-2100,0.99,1990,25.186207071940146,3.3673331539224214,24.931110382080078,139.1878046989441
NLD,1990-2020,0.84,1990,10.923130289713583,2.150277578039095,10.773816148440043,59.564934730529785
NLD,2021-2100,0.86,1990,10.923130289713583,2.150277578039095,10.773816148440043,59.564934730529785
NOR,1990-2020,0.24,1990,5.595770772298181,3.859385809240242,5.343165189027786,106.71916882197063
NOR,2021-2100,0.27999999999999997,1990,5.595770772298181,3.859385809240242,5.343165189027786,106.71916882197063
NPL,1990-2020,0.99,1990,19.807570393880212,6.214062243088847,19.19376079241435,136.9070167938868
NPL,2021-2100,0.99,1990,19.807570393880212,6.214062243088847,19.19376079241435,136.9070167938868
NZL,1990-2020,0.94,1990,12.609188334147177,3.138705612703537,12.38074235121409,118.477601369222
NZL,2021-2100,0.95,1990,12.609188334147177,3.138705612703537,12.38074235121409,118.477601369222
OMN,1990-2020,0.99,1990,27.266249593098962,0.341095615112863,25.411465009053547,9.393281626204649
OMN,2021-2100,0.99,1990,27.266249593098962,0.341095615112863,25.411465009053547,9.393281626204649
PAK,1990-2020,0.99,1990,23.252407328287802,1.9413086556596681,23.29807138442993,44.088502844174705
PAK,2021-2100,0.99,1990,23.252407328287802,1.9413086556596681,23.29807138442993,44.088502844174705
PAN,1990-2020,0.99,1990,24.979536946614587,7.327478374160516,25.36802864074707,217.26982498168945
PAN,2021-2100,0.99,1990,24.979536946614587,7.327478374160516,25.36802864074707,217.26982498168945
PER,1990-2020,0.99,1990,16.408372497558616,2.824865689035505,14.935541152954102,53.05390381813049
PER,2021-2100,0.99,1990,16.408372497558616,2.824865689035505,14.935541152954102,53.05390381813049
PHL,1990-2020,0.99,1990,25.639431254069052,6.270555517403409,25.96588722864787,216.54568179448447
PHL,2021-2100,0.99,1990,25.639431254069052,6.270555517403409,25.96588722864787,216.54568179448447
PNG,1990-2020,0.99,1990,19.895733133951865,11.4024985426416,23.99925963083903,252.6797892252604
PNG,2021-2100,0.99,1990,19.895733133951865,11.4024985426416,23.99925963083903,252.6797892252604
POL,1990-2020,0.69,1990,9.289262390136741,1.977624672387416,9.177305292648574,46.61563046773275
POL,2021-2100,0.74,1990,9.289262390136741,1.977624672387416,9.177305292648574,46.61563046773275
PRI,1990-2020,0.99,1990,24.54292449951174,2.9728546893845,24.274985154469807,150.94050470987955
PRI,2021-2100,0.99,1990,24.54292449951174,2.9728546893845,24.274985154469807,150.94050470987955
PRK,1990-2020,0,1990,8.942363993326865,4.943134180696991,8.01300177971522,126.35387070973714
PRK,2021-2100,0,1990,8.942363993326865,4.943134180696991,8.01300177971522,126.35387070973714
PRT,1990-2020,0.98,1990,15.309243774414085,2.017965365666896,15.376275777816772,63.184863567352295
PRT,2021-2100,0.98,1990,15.309243774414085,2.017965365666896,15.376275777816772,63.184863567352295
PRY,1990-2020,0.99,1990,21.801553344726585,5.952611682005227,21.94276213645935,154.3289591471354
